MapDate,StateAbbreviation,StatisticFormatID,ValidStart,ValidEnd,D0,D1,D2,D3,D4,None,Missing
20020611,Combine,1,2002-06-11,2002-06-17,100.00,84.19,52.59,0.00,0.00,0.00,0.00
20020604,Combine,1,2002-06-04,2002-06-10,100.00,76.56,8.80,0.00,0.00,0.00,0.00
20020528,Combine,1,2002-05-28,2002-06-03,100.00,78.14,12.32,0.00,0.00,0.00,0.00
20020521,Combine,1,2002-05-21,2002-05-27,100.00,100.00,50.86,0.00,0.00,0.00,0.00
20020514,Combine,1,2002-05-14,2002-05-20,100.00,100.00,93.26,0.00,0.00,0.00,0.00
20020507,Combine,1,2002-05-07,2002-05-13,100.00,100.00,100.00,1.57,0.00,0.00,0.00
20020430,Combine,1,2002-04-30,2002-05-06,100.00,100.00,100.00,29.47,0.00,0.00,0.00
20020423,Combine,1,2002-04-23,2002-04-29,100.00,100.00,100.00,88.76,0.00,0.00,0.00
20020416,Combine,1,2002-04-16,2002-04-22,100.00,100.00,100.00,94.35,0.00,0.00,0.00
20020409,Combine,1,2002-04-09,2002-04-15,100.00,100.00,100.00,68.00,0.00,0.00,0.00
20020402,Combine,1,2002-04-02,2002-04-08,100.00,100.00,100.00,71.42,0.00,0.00,0.00
20020326,Combine,1,2002-03-26,2002-04-01,100.00,100.00,100.00,69.18,0.00,0.00,0.00
20020319,Combine,1,2002-03-19,2002-03-25,100.00,100.00,100.00,73.09,0.00,0.00,0.00
20020312,Combine,1,2002-03-12,2002-03-18,100.00,100.00,100.00,82.69,0.00,0.00,0.00
20020305,Combine,1,2002-03-05,2002-03-11,100.00,100.00,100.00,41.66,0.00,0.00,0.00
20020226,Combine,1,2002-02-26,2002-03-04,100.00,100.00,100.00,43.45,0.00,0.00,0.00
20020219,Combine,1,2002-02-19,2002-02-25,100.00,100.00,100.00,32.65,0.00,0.00,0.00
20020212,Combine,1,2002-02-12,2002-02-18,100.00,100.00,100.00,0.00,0.00,0.00,0.00
20020205,Combine,1,2002-02-05,2002-02-11,100.00,100.00,33.54,0.00,0.00,0.00,0.00
20020129,Combine,1,2002-01-29,2002-02-04,100.00,100.00,18.42,0.00,0.00,0.00,0.00
20020122,Combine,1,2002-01-22,2002-01-28,100.00,100.00,19.89,0.00,0.00,0.00,0.00
20020115,Combine,1,2002-01-15,2002-01-21,100.00,100.00,25.26,0.00,0.00,0.00,0.00
20020108,Combine,1,2002-01-08,2002-01-14,100.00,100.00,31.50,0.00,0.00,0.00,0.00
20020101,Combine,1,2002-01-01,2002-01-07,100.00,100.00,24.64,0.00,0.00,0.00,0.00
20011225,Combine,1,2001-12-25,2001-12-31,100.00,100.00,23.91,0.00,0.00,0.00,0.00
20011218,Combine,1,2001-12-18,2001-12-24,100.00,100.00,58.85,0.00,0.00,0.00,0.00
20011211,Combine,1,2001-12-11,2001-12-17,100.00,100.00,0.00,0.00,0.00,0.00,0.00
20011204,Combine,1,2001-12-04,2001-12-10,100.00,100.00,0.48,0.00,0.00,0.00,0.00
20011127,Combine,1,2001-11-27,2001-12-03,100.00,100.00,0.00,0.00,0.00,0.00,0.00
20011120,Combine,1,2001-11-20,2001-11-26,100.00,100.00,0.00,0.00,0.00,0.00,0.00
20011113,Combine,1,2001-11-13,2001-11-19,100.00,5.76,0.00,0.00,0.00,0.00,0.00
20011106,Combine,1,2001-11-06,2001-11-12,100.00,5.56,0.00,0.00,0.00,0.00,0.00
20011030,Combine,1,2001-10-30,2001-11-05,100.00,7.83,0.00,0.00,0.00,0.00,0.00
20011023,Combine,1,2001-10-23,2001-10-29,100.00,0.00,0.00,0.00,0.00,0.00,0.00
20011016,Combine,1,2001-10-16,2001-10-22,0.00,0.00,0.00,0.00,0.00,100.00,0.00
20011009,Combine,1,2001-10-09,2001-10-15,0.00,0.00,0.00,0.00,0.00,100.00,0.00
20011002,Combine,1,2001-10-02,2001-10-08,0.00,0.00,0.00,0.00,0.00,100.00,0.00
20010925,Combine,1,2001-09-25,2001-10-01,15.93,0.00,0.00,0.00,0.00,84.07,0.00
20010918,Combine,1,2001-09-18,2001-09-24,95.50,7.87,0.00,0.00,0.00,4.50,0.00
20010911,Combine,1,2001-09-11,2001-09-17,14.71,0.00,0.00,0.00,0.00,85.29,0.00
20010904,Combine,1,2001-09-04,2001-09-10,0.66,0.00,0.00,0.00,0.00,99.34,0.00
20010828,Combine,1,2001-08-28,2001-09-03,0.00,0.00,0.00,0.00,0.00,100.00,0.00
20010821,Combine,1,2001-08-21,2001-08-27,0.00,0.00,0.00,0.00,0.00,100.00,0.00
20010814,Combine,1,2001-08-14,2001-08-20,0.00,0.00,0.00,0.00,0.00,100.00,0.00
20010807,Combine,1,2001-08-07,2001-08-13,1.36,0.00,0.00,0.00,0.00,98.64,0.00
20010731,Combine,1,2001-07-31,2001-08-06,0.00,0.00,0.00,0.00,0.00,100.00,0.00
20010724,Combine,1,2001-07-24,2001-07-30,2.02,0.00,0.00,0.00,0.00,97.98,0.00
20010717,Combine,1,2001-07-17,2001-07-23,0.00,0.00,0.00,0.00,0.00,100.00,0.00
20010710,Combine,1,2001-07-10,2001-07-16,0.00,0.00,0.00,0.00,0.00,100.00,0.00
20010703,Combine,1,2001-07-03,2001-07-09,0.00,0.00,0.00,0.00,0.00,100.00,0.00
20010626,Combine,1,2001-06-26,2001-07-02,0.00,0.00,0.00,0.00,0.00,100.00,0.00
20010619,Combine,1,2001-06-19,2001-06-25,0.00,0.00,0.00,0.00,0.00,100.00,0.00
20010612,Combine,1,2001-06-12,2001-06-18,0.00,0.00,0.00,0.00,0.00,100.00,0.00
20010605,Combine,1,2001-06-05,2001-06-11,0.00,0.00,0.00,0.00,0.00,100.00,0.00
20010529,Combine,1,2001-05-29,2001-06-04,5.17,0.00,0.00,0.00,0.00,94.83,0.00
20010522,Combine,1,2001-05-22,2001-05-28,100.00,42.89,0.00,0.00,0.00,0.00,0.00
20010515,Combine,1,2001-05-15,2001-05-21,100.00,100.00,0.00,0.00,0.00,0.00,0.00
20010508,Combine,1,2001-05-08,2001-05-14,100.00,0.00,0.00,0.00,0.00,0.00,0.00
20010501,Combine,1,2001-05-01,2001-05-07,0.00,0.00,0.00,0.00,0.00,100.00,0.00
20010424,Combine,1,2001-04-24,2001-04-30,0.00,0.00,0.00,0.00,0.00,100.00,0.00
20010417,Combine,1,2001-04-17,2001-04-23,0.00,0.00,0.00,0.00,0.00,100.00,0.00
20010410,Combine,1,2001-04-10,2001-04-16,0.00,0.00,0.00,0.00,0.00,100.00,0.00
20010403,Combine,1,2001-04-03,2001-04-09,0.00,0.00,0.00,0.00,0.00,100.00,0.00
20010327,Combine,1,2001-03-27,2001-04-02,0.00,0.00,0.00,0.00,0.00,100.00,0.00
20010320,Combine,1,2001-03-20,2001-03-26,0.00,0.00,0.00,0.00,0.00,100.00,0.00
20010313,Combine,1,2001-03-13,2001-03-19,0.00,0.00,0.00,0.00,0.00,100.00,0.00
20010306,Combine,1,2001-03-06,2001-03-12,0.00,0.00,0.00,0.00,0.00,100.00,0.00
20010227,Combine,1,2001-02-27,2001-03-05,0.00,0.00,0.00,0.00,0.00,100.00,0.00
20010220,Combine,1,2001-02-20,2001-02-26,0.00,0.00,0.00,0.00,0.00,100.00,0.00
20010213,Combine,1,2001-02-13,2001-02-19,0.00,0.00,0.00,0.00,0.00,100.00,0.00
20010206,Combine,1,2001-02-06,2001-02-12,0.00,0.00,0.00,0.00,0.00,100.00,0.00
20010130,Combine,1,2001-01-30,2001-02-05,0.00,0.00,0.00,0.00,0.00,100.00,0.00
20010123,Combine,1,2001-01-23,2001-01-29,0.00,0.00,0.00,0.00,0.00,100.00,0.00
20010116,Combine,1,2001-01-16,2001-01-22,0.00,0.00,0.00,0.00,0.00,100.00,0.00
20010109,Combine,1,2001-01-09,2001-01-15,0.00,0.00,0.00,0.00,0.00,100.00,0.00
20010102,Combine,1,2001-01-02,2001-01-08,0.00,0.00,0.00,0.00,0.00,100.00,0.00
20001226,Combine,1,2000-12-26,2001-01-01,0.00,0.00,0.00,0.00,0.00,100.00,0.00
20001219,Combine,1,2000-12-19,2000-12-25,0.00,0.00,0.00,0.00,0.00,100.00,0.00
20001212,Combine,1,2000-12-12,2000-12-18,0.00,0.00,0.00,0.00,0.00,100.00,0.00
20001205,Combine,1,2000-12-05,2000-12-11,0.00,0.00,0.00,0.00,0.00,100.00,0.00
20001128,Combine,1,2000-11-28,2000-12-04,0.00,0.00,0.00,0.00,0.00,100.00,0.00
20001121,Combine,1,2000-11-21,2000-11-27,75.62,0.00,0.00,0.00,0.00,24.38,0.00
20001114,Combine,1,2000-11-14,2000-11-20,80.64,0.00,0.00,0.00,0.00,19.36,0.00
20001107,Combine,1,2000-11-07,2000-11-13,100.00,0.00,0.00,0.00,0.00,0.00,0.00
20001031,Combine,1,2000-10-31,2000-11-06,61.91,0.00,0.00,0.00,0.00,38.09,0.00
20001024,Combine,1,2000-10-24,2000-10-30,0.00,0.00,0.00,0.00,0.00,100.00,0.00
20001017,Combine,1,2000-10-17,2000-10-23,0.00,0.00,0.00,0.00,0.00,100.00,0.00
20001010,Combine,1,2000-10-10,2000-10-16,0.00,0.00,0.00,0.00,0.00,100.00,0.00
20001003,Combine,1,2000-10-03,2000-10-09,0.00,0.00,0.00,0.00,0.00,100.00,0.00
20000926,Combine,1,2000-09-26,2000-10-02,0.00,0.00,0.00,0.00,0.00,100.00,0.00
20000919,Combine,1,2000-09-19,2000-09-25,0.00,0.00,0.00,0.00,0.00,100.00,0.00
20000912,Combine,1,2000-09-12,2000-09-18,0.00,0.00,0.00,0.00,0.00,100.00,0.00
20000905,Combine,1,2000-09-05,2000-09-11,0.00,0.00,0.00,0.00,0.00,100.00,0.00
20000829,Combine,1,2000-08-29,2000-09-04,0.00,0.00,0.00,0.00,0.00,100.00,0.00
20000822,Combine,1,2000-08-22,2000-08-28,0.00,0.00,0.00,0.00,0.00,100.00,0.00
20000815,Combine,1,2000-08-15,2000-08-21,0.00,0.00,0.00,0.00,0.00,100.00,0.00
20000808,Combine,1,2000-08-08,2000-08-14,0.00,0.00,0.00,0.00,0.00,100.00,0.00
20000801,Combine,1,2000-08-01,2000-08-07,0.00,0.00,0.00,0.00,0.00,100.00,0.00
20000725,Combine,1,2000-07-25,2000-07-31,0.00,0.00,0.00,0.00,0.00,100.00,0.00
20000718,Combine,1,2000-07-18,2000-07-24,0.00,0.00,0.00,0.00,0.00,100.00,0.00
20000711,Combine,1,2000-07-11,2000-07-17,0.00,0.00,0.00,0.00,0.00,100.00,0.00
20000704,Combine,1,2000-07-04,2000-07-10,0.00,0.00,0.00,0.00,0.00,100.00,0.00
20000627,Combine,1,2000-06-27,2000-07-03,0.00,0.00,0.00,0.00,0.00,100.00,0.00
20000620,Combine,1,2000-06-20,2000-06-26,0.00,0.00,0.00,0.00,0.00,100.00,0.00
20000613,Combine,1,2000-06-13,2000-06-19,0.00,0.00,0.00,0.00,0.00,100.00,0.00
20000606,Combine,1,2000-06-06,2000-06-12,0.00,0.00,0.00,0.00,0.00,100.00,0.00
20000530,Combine,1,2000-05-30,2000-06-05,0.00,0.00,0.00,0.00,0.00,100.00,0.00
20000523,Combine,1,2000-05-23,2000-05-29,0.00,0.00,0.00,0.00,0.00,100.00,0.00
20000516,Combine,1,2000-05-16,2000-05-22,0.00,0.00,0.00,0.00,0.00,100.00,0.00
20000509,Combine,1,2000-05-09,2000-05-15,0.00,0.00,0.00,0.00,0.00,100.00,0.00
20000502,Combine,1,2000-05-02,2000-05-08,0.00,0.00,0.00,0.00,0.00,100.00,0.00
20000425,Combine,1,2000-04-25,2000-05-01,0.00,0.00,0.00,0.00,0.00,100.00,0.00
20000418,Combine,1,2000-04-18,2000-04-24,0.00,0.00,0.00,0.00,0.00,100.00,0.00
20000411,Combine,1,2000-04-11,2000-04-17,0.36,0.00,0.00,0.00,0.00,99.64,0.00
20000404,Combine,1,2000-04-04,2000-04-10,2.51,0.00,0.00,0.00,0.00,97.49,0.00
20000328,Combine,1,2000-03-28,2000-04-03,0.00,0.00,0.00,0.00,0.00,100.00,0.00
20000321,Combine,1,2000-03-21,2000-03-27,0.17,0.00,0.00,0.00,0.00,99.83,0.00
20000314,Combine,1,2000-03-14,2000-03-20,0.00,0.00,0.00,0.00,0.00,100.00,0.00
20000307,Combine,1,2000-03-07,2000-03-13,0.00,0.00,0.00,0.00,0.00,100.00,0.00
20000229,Combine,1,2000-02-29,2000-03-06,0.00,0.00,0.00,0.00,0.00,100.00,0.00
20000222,Combine,1,2000-02-22,2000-02-28,0.00,0.00,0.00,0.00,0.00,100.00,0.00
20000215,Combine,1,2000-02-15,2000-02-21,0.00,0.00,0.00,0.00,0.00,100.00,0.00
20000208,Combine,1,2000-02-08,2000-02-14,0.00,0.00,0.00,0.00,0.00,100.00,0.00
20000201,Combine,1,2000-02-01,2000-02-07,0.00,0.00,0.00,0.00,0.00,100.00,0.00
20000125,Combine,1,2000-01-25,2000-01-31,0.00,0.00,0.00,0.00,0.00,100.00,0.00
20000118,Combine,1,2000-01-18,2000-01-24,4.60,0.00,0.00,0.00,0.00,95.40,0.00
20000111,Combine,1,2000-01-11,2000-01-17,2.97,0.00,0.00,0.00,0.00,97.03,0.00
20000104,Combine,1,2000-01-04,2000-01-10,0.00,0.00,0.00,0.00,0.00,100.00,0.00
